,label,text,spam,length,filtered_text
712,spam,08714712388 between 10am-7pm Cost 10p,1,37,08714712388 10am7pm cost 10p
713,ham,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you.",0,125,save stress person dorm account send account details money sent
714,ham,He also knows about lunch menu only da. . I know,0,48,also knows lunch menu da know
715,ham,When i have stuff to sell i.ll tell you,0,39,stuff sell ill tell
716,spam,+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON å£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxå£7. 50,1,163,449071512431 urgent 2nd attempt contact uu å£1250 call 09071512433 b4 050703 tcsbcm4235wc1n3xx callcost 150ppm mobilesvary maxå£7 50
717,ham,Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748,0,121,book lesson msg call work sth im going get specs membership px3748
718,spam,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,1,147,guaranteed å£1000 cash å£2000 prize claim yr prize call customer service representative 08714712394 10am7pm
719,ham,Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime,0,162,macha dont feel upseti assume mindsetbelieve one evening wonderful plans uslet life begin againcall anytime
720,ham,Oh is it? Send me the address,0,29,oh send address
721,ham,S'fine. Anytime. All the best with it.,0,38,sfine anytime best
722,ham,That is wondar full flim.,0,25,wondar full flim
723,ham,Ya even those cookies have jelly on them,0,40,ya even cookies jelly
724,ham,"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run.",0,226,world running stillmaybe feeling sameso itor admiti madthen correctionor let call lifeand keep running worldmay u r also runninglets run
725,ham,Got it! It looks scrumptious... daddy wants to eat you all night long!,0,70,got looks scrumptious daddy wants eat night long
726,ham,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...,0,140,cos lar im ba dao ok 1 pm lor u never ask go ah said u would ask fri said u ask today
727,ham,"Alright omw, gotta change my order to a half8th",0,47,alright omw gotta change order half8th
728,ham,Exactly. Anyways how far. Is jide her to study or just visiting,0,63,exactly anyways far jide study visiting
729,ham,Dunno y u ask me.,0,17,dunno u ask
730,spam,Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123,1,101,email alertfrom jeri stewartsize 2kbsubject lowcost prescripiton drvgsto listen email call 123
731,ham,No he didn't. Spring is coming early yay!,0,41,didnt spring coming early yay
732,ham,Lol you won't feel bad when I use her money to take you out to a steak dinner =D,0,80,lol wont feel bad use money take steak dinner
733,ham,Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply,0,137,even u dont get trouble convincingjust tel twice tel neglect msgs dont c read itjust dont reply
734,ham,Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh,0,103,leaving qatar tonite search opportunityall went fastpls add ur prayers dearrakhesh
735,ham,Then why no one talking to me,0,29,one talking
736,ham,Thanks for looking out for me. I really appreciate.,0,51,thanks looking really appreciate
737,spam,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,1,149,hi customer loyalty offerthe new nokia6650 mobile å£10 txtauction txt word start 81151 get 4tctxt tc 150pmtmsg
738,ham,Wish i were with you now!,0,25,wish
739,ham,Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.,0,149,haha mayb ure rite u know well da feeling liked someone gd lor u faster go find one gals group attached liao
740,ham,Yes i will be there. Glad you made it.,0,38,yes glad made
741,ham,Do well :)all will for little time. Thing of good times ahead:,0,62,well little time thing good times ahead
742,ham,Just got up. have to be out of the room very soon. Û_. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.,0,181,got room soon û hadnt put clocks back til 8 shouted everyone get realised 7 wahay another hour bed
743,ham,Ok. There may be a free gym about.,0,34,ok may free gym
744,ham,Men like shorter ladies. Gaze up into his eyes.,0,47,men like shorter ladies gaze eyes
745,ham,Dunno he jus say go lido. Same time 930.,0,40,dunno jus say go lido time 930
746,ham,"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!",0,110,promise take good care princess run please send pics get chance ttyl
747,spam,U are subscribed to the best Mobile Content Service in the UK for å£3 per 10 days until you send STOP to 82324. Helpline 08706091795,1,132,u subscribed best mobile content service uk å£3 per 10 days send stop 82324 helpline 08706091795
748,ham,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam,0,101,reason weve spoken year anyways great week best exam
749,ham,By monday next week. Give me the full gist,0,42,monday next week give full gist
750,spam,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",1,102,realize 40 years well thousands old ladies running around tattoos
751,spam,You have an important customer service announcement from PREMIER.,1,65,important customer service announcement premier
752,ham,Dont gimme that lip caveboy,0,27,dont gimme lip caveboy
753,ham,When did you get to the library,0,31,get library
754,ham,Realy sorry-i don't recognise this number and am now confused :) who r u please?! ,0,82,realy sorryi dont recognise number confused r u please
755,ham,So why didnt you holla?,0,23,didnt holla
756,ham,Cant think of anyone with * spare room off * top of my head,0,59,cant think anyone spare room top head
757,ham,"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!",0,133,faith makes things possiblehope makes things worklove makes things beautifulmay three christmasmerry christmas
758,ham,U should have made an appointment,0,33,u made appointment
759,ham,"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts",0,95,call youcarlos isare phones vibrate acting might hear texts
760,spam,"Romantic Paris. 2 nights, 2 flights from å£79 Book now 4 next year. Call 08704439680Ts&Cs apply.",1,96,romantic paris 2 nights 2 flights å£79 book 4 next year call 08704439680tscs apply
761,ham,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat.",0,135,grandmas oh dear u still ill felt shit morning think hungover another night leave sat
762,spam,Urgent Ur å£500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 å£1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,1,161,urgent ur å£500 guaranteed award still unclaimed call 09066368327 closingdate040902 claimcode m39m51 å£150pmmorefrommobile2bremovedmobypobox734ls27yf
763,ham,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...,0,151,nothing jus tot u would ask cos u ba gua went mt faber yest yest jus went already mah today going jus call lor
764,ham,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""",0,75,wishing family merry x mas happy new year advance
765,spam,UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 å£1.50perWKsub,1,151,ur awarded city break could win å£200 summer shopping spree every wk txt store 88039 skilgme tscs087147403231winawkage16 å£150perwksub
766,ham,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...",0,103,im nt goin got somethin unless meetin 4 dinner lor haha wonder go tis time
767,ham,"Sorry, I'll call later",0,22,sorry ill call later
768,ham,I cant pick the phone right now. Pls send a message,0,51,cant pick phone right pls send message
769,ham,Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.,0,137,lol know theyre dramatic schools already closed tomorrow apparently cant drive inch snow supposed get
770,ham,Not getting anywhere with this damn job hunting over here!,0,58,getting anywhere damn job hunting
771,ham,Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan? ,0,89,lol u drunkard hair moment yeah still 4 tonight wats plan
772,ham,"idc get over here, you are not weaseling your way out of this shit twice in a row",0,81,idc get weaseling way shit twice row
773,ham,I wil be there with in  &lt;#&gt;  minutes. Got any space,0,57,wil ltgt minutes got space
774,ham,Just sleeping..and surfing,0,26,sleepingand surfing
775,ham,Thanks for picking up the trash.,0,32,thanks picking trash
776,ham,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke,0,145,dont go tell friend youre sure want live smokes much spend hours begging come smoke
777,ham,"\Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx\""""",0,122,hi kate lovely see tonight ill phone tomorrow got sing guy gave card xxx
778,ham,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola,0,143,happy new year dear brother really miss got number decided send text wishing happiness abiola
779,ham,That means get the door,0,23,means get door
780,ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,0,136,opinion 1 2 jada 3 kusruthi 4 lovable 5 silent 6 spl character 7 matured 8 stylish 9 simple pls reply
781,ham,"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?",0,94,hmmm thought said 2 hours slave 3 late punish
782,ham,Beerage?,0,8,beerage
783,spam,You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!,1,99,important customer service announcement premier call freephone 0800 542 0578
784,ham,Dont think so. It turns off like randomlly within 5min of opening,0,65,dont think turns like randomlly within 5min opening
785,ham,"She was supposed to be but couldn't make it, she's still in town though",0,71,supposed couldnt make shes still town though
786,ham,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure,0,117,time fixes spelling sometimes gets completely diff word go figure
787,spam,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS),1,129,ever thought living good life perfect partner txt back name age join mobile community 100psms
788,spam,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, å£3 per pole. UnSub 08718727870.",1,158,5 free top polyphonic tones call 087018728737 national rate get toppoly tune sent every week text subpoly 81618 å£3 per pole unsub 08718727870
789,ham,Gud mrng dear hav a nice day,0,28,gud mrng dear hav nice day
790,ham,This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola,0,150,hoping enjoyed game yesterday sorry ive touch pls know fondly bein thot great week abiola
791,ham,All e best 4 ur driving tmr :-),0,31,e best 4 ur driving tmr
792,ham,Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATåÕS AL!!!!!!!!!,0,72,ywhere u dogbreath sounding like jan c thatåõs al
793,ham,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!,0,70,omg want scream weighed lost weight woohoo
794,ham,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?,0,94,generally isnt one uncountable noun u dictionary pieces research
795,ham,it's really getting me down just hanging around.,0,48,really getting hanging around
796,spam,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa",1,160,orange customer may claim free camera phone upgrade loyalty call 0207 153 9996 offer ends 14thmarch tcs apply optout availa
797,ham,"\Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic\""""",0,98,petey boy whereare friendsare thekingshead come canlove nic
798,ham,Ok i msg u b4 i leave my house.,0,31,ok msg u b4 leave house
799,ham,"\Gimme a few\"" was  &lt;#&gt;  minutes ago""",0,43,gimme ltgt minutes ago
800,spam,"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16",1,154,last chance claim ur å£150 worth discount vouchers today text shop 85023 savamob offers mobile cs savamob pobox84 m263uz å£300 sub 16
801,ham,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice,0,71,appt lttimegt fault u dont listen told u twice
802,spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,1,162,free 1st week no1 nokia tone 4 ur mobile every week txt nokia 8077 get txting tell ur mates wwwgetzedcouk pobox 36504 w45wq 16 norm150ptone
803,spam,You have won a guaranteed å£200 award or even å£1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX,1,143,guaranteed å£200 award even å£1000 cashto claim ur award call free 08000407165 18 2 stop getstop 88222 php rg21 4jx
804,ham,K I'll be there before 4.,0,25,k ill 4
805,ham,I dled 3d its very imp,0,22,dled 3d imp
806,ham,"sure, but make sure he knows we ain't smokin yet",0,48,sure make sure knows aint smokin yet
807,ham,Boooo you always work. Just quit.,0,33,boooo always work quit
808,ham,I am taking half day leave bec i am not well,0,44,taking half day leave bec well
809,ham,Ugh I don't wanna get out of bed. It's so warm.,0,47,ugh dont wanna get bed warm
810,ham,S:)s.nervous  &lt;#&gt; :),0,26,ssnervous ltgt
811,ham,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint,0,112,theres ring comes guys costumes gift future yowifes hint hint
812,spam,Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,1,150,congratulations ur awarded either å£500 cd gift vouchers free entry 2 å£100 weekly draw txt music 87066 tncs wwwldewcom1win150ppmx3age16
813,ham,I borrow ur bag ok.,0,19,borrow ur bag ok
814,spam,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT",1,133,u outbid simonwatson5120 shinco dvd plyr 2 bid visit sms acsmsrewards 2 end bid notifications reply end
815,ham,Where's my boytoy? I miss you ... What happened?,0,48,wheres boytoy miss happened
816,ham,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up",0,107,lots used ones babe model doesnt help youi bring hell match
817,ham,Also are you bringing galileo or dobby,0,38,also bringing galileo dobby
818,ham,Then why you not responding,0,27,responding
819,ham,"\BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & IåÕLLSPEAK 2U SOONLOTS OF LOVEME XXXX.\""""",0,129,boo babe u enjoyin yourjob u seemed 2 b gettin well hunnyhope ure oktake care iåõllspeak 2u soonlots loveme xxxx
820,ham,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*,0,131,good afternoon starshine hows boytoy crave yet ache fuck sips cappuccino miss babe teasing kiss
821,ham,On the road so cant txt,0,23,road cant txt
822,spam,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",1,156,smsservices yourinclusive text credits pls goto wwwcomuknet login 3qxj9 unsubscribe stop extra charge help 08702840625comuk 220cm2 9ae
823,spam,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,1,161,25p 4 alfie moons children need song ur mob tell ur m8s txt tone charity 8007 nokias poly charity polys zed 08701417012 profit 2 charity
824,ham,Have a good evening! Ttyl,0,25,good evening ttyl
825,ham,Hmm .. Bits and pieces lol ... *sighs* ...,0,42,hmm bits pieces lol sighs
826,ham,Hahaha..use your brain dear,0,27,hahahause brain dear
827,ham,Hey. You got any mail?,0,22,hey got mail
828,ham,"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around",0,98,sorry light turned green meant another friend wanted ltgt worth may around
829,ham,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola,0,89,thanks yesterday sir wonderful hope enjoyed burial mojibiola
830,spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,1,147,u secret admirer reveal thinks u r special call 09065174042 opt reply reveal stop 150 per msg recd cust care 07821230901
831,ham,Hi mate its RV did u hav a nice hol just a message 3 say hello coz havenåÕt sent u 1 in ages started driving so stay off roads!RVx,0,130,hi mate rv u hav nice hol message 3 say hello coz havenåõt sent u 1 ages started driving stay roadsrvx
832,spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062",1,152,dear voucher holder claim weeks offer pc please go httpwwwetlpcoukexpressoffer tscs apply stop texts txt stop 80062
833,ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago",0,215,thank much skyped wit kz sura didnt get pleasure company hope good weve given ultimatum oh countin aburo enjoy message sent days ago
834,ham,Surely result will offer:),0,26,surely result offer
835,ham,Good Morning my Dear........... Have a great &amp; successful day.,0,66,good morning dear great amp successful day
836,spam,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,1,149,want 750 anytime network mins 150 text new video phone five pounds per week call 08002888812 reply delivery tomorrow
837,ham,"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks",0,372,sir late paying rent past months pay ltgt charge felt would inconsiderate nag something give great cost thats didnt speak however recession wont able pay charge month hence askin well ahead months end please help thanks
838,spam,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,1,155,tried contact offer new video phone 750 anytime network mins half price rental camcorder call 08000930705 reply delivery wed
839,spam,Last chance 2 claim ur å£150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. å£3.00 Sub. 16 . Remove txt X or STOP,1,162,last chance 2 claim ur å£150 worth discount voucherstext yes 85023 nowsavamobmember offers mobile cs 08717898035 å£300 sub 16 remove txt x stop
840,ham,I luv u soo much u donåÕt understand how special u r 2 me ring u 2morrow luv u xxx,0,82,luv u soo much u donåõt understand special u r 2 ring u 2morrow luv u xxx
841,ham,"Pls send me a comprehensive mail about who i'm paying, when and how much.",0,73,pls send comprehensive mail im paying much
842,ham,Our Prashanthettan's mother passed away last night. pray for her and family.,0,76,prashanthettans mother passed away last night pray family
843,spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ ",1,153,urgent call 09066350750 landline complimentary 4 ibiza holiday 10000 cash await collection sae tcs po box 434 sk3 8wp 150 ppm 18
844,ham,K.k:)when are you going?,0,24,kkwhen going
845,ham,Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore,0,231,meanwhile shit suite xavier decided give us ltgt seconds warning samantha coming playing jays guitar impress shit also dont think doug realizes dont live anymore
846,ham,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.,0,87,stomach thru much trauma swear cant eat better lose weight
847,ham,I am in office:)whats the matter..msg me now.i will call you at break:).,0,72,officewhats mattermsg nowi call break
848,ham,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later",0,105,yeah theres barely enough room two us x many fucking shoes sorry man see later
849,spam,"Today's Offer! Claim ur å£150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. å£3.00 Sub. 16 . Unsub reply X",1,160,todays offer claim ur å£150 worth discount vouchers text yes 85023 savamob member offers mobile cs 08717898035 å£300 sub 16 unsub reply x
850,ham,U reach orchard already? U wan 2 go buy tickets first?,0,54,u reach orchard already u wan 2 go buy tickets first
851,ham,"I am real, baby! I want to bring out your inner tigress...",0,58,real baby want bring inner tigress
852,ham,No da if you run that it activate the full version da.,0,54,da run activate full version da
853,ham,"\AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.\""""",0,118,ah poor babyhope urfeeling bettersn luv probthat overdose work hey go careful spk 2 u sn lots lovejen xxx
854,ham,Stop the story. I've told him i've returned it and he's saying i should not re order it.,0,88,stop story ive told ive returned hes saying order
855,spam,Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.,1,144,talk sexy make new friends fall love worlds discreet text dating service text vip 83110 see could meet
856,ham,Going to take your babe out ?,0,29,going take babe
857,ham,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.,0,136,hai ana tomarrow coming morning ltdecimalgt ill sathy go rto office reply came home
858,ham,Spoons it is then okay?,0,23,spoons okay
859,ham,Did he just say somebody is named tampa,0,39,say somebody named tampa
860,ham,In work now. Going have in few min.,0,35,work going min
861,ham,Your brother is a genius,0,24,brother genius
862,ham,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you",0,95,sorry guess whenever get hold connections maybe hour two ill text
863,ham,Did u find out what time the bus is at coz i need to sort some stuff out.,0,73,u find time bus coz need sort stuff
864,ham,Dude ive been seeing a lotta corvettes lately,0,45,dude ive seeing lotta corvettes lately
865,spam,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net å£1.50pm approx 3mins,1,161,congratulations ur awarded either yrs supply cds virgin records mystery gift guaranteed call 09061104283 tscs wwwsmsconet å£150pm approx 3mins
866,ham,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter",0,159,consider walls bunkers shit important never play peaceful guess place high enough dont matter
867,spam,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,1,149,private 2003 account statement 07808 xxxxxx shows 800 unredeemed points call 08719899217 identifier code 41685 expires 071104
868,spam,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,1,134,hello need posh birds chaps user trial prods champneys put need address dob asap ta r
869,spam,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,1,154,u want xmas 100 free text messages new video phone half price line rental call free 0800 0721072 find
870,ham,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!",0,92,well officially philosophical hole u wanna call home ready saved
871,ham,Its going good...no problem..but still need little experience to understand american customer voice...,0,102,going goodno problembut still need little experience understand american customer voice
872,ham,I'll text you when I drop x off,0,31,ill text drop x
873,ham,Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap,0,77,ugh long day im exhausted want cuddle take nap
874,ham,Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;,0,139,talk atleast day otherwise miss best friend world shakespeare shesil ltgt
875,spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, å£500 Cash or å£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",1,158,shop till u drop either 10k 5k å£500 cash å£100 travel voucher call 09064011000 ntt po box cr01327bt fixedline cost 150ppm mobile vary
876,ham,Are you in castor? You need to see something,0,44,castor need see something
877,spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,1,137,sunshine quiz wkly q win top sony dvd player u know country liverpool played mid week txt ansr 82277 å£150 sptyrone
878,spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,1,132,u secret admirer looking 2 make contact ufind rreveal thinks ur specialcall 09058094565
879,spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,1,143,u secret admirer looking 2 make contact ufind rreveal thinks ur specialcall 09065171142stopsms08
880,spam,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,1,127,reminder downloaded content already paid goto httpdoit mymoby tv collect content
881,ham,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.",0,276,see knew giving break times woul lead always wanting miss curfew gonna gibe til one midnight movie gonna get til 2 need come home need getsleep anything need b studdying ear training
882,ham,I love to give massages. I use lots of baby oil... What is your fave position?,0,78,love give massages use lots baby oil fave position
883,ham,Dude we should go sup again,0,27,dude go sup
884,ham,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive,0,79,yoyyooo u know change permissions drive mac usb flash drive
885,ham,Gibbs unsold.mike hussey,0,24,gibbs unsoldmike hussey
886,ham,I like to talk pa but am not able to. I dont know y.,0,52,like talk pa able dont know
887,ham,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.,0,68,dun cut short leh u dun like ah failed shes quite sad
888,ham,You unbelievable faglord,0,24,unbelievable faglord
889,ham,Wife.how she knew the time of murder exactly,0,44,wifehow knew time murder exactly
890,ham,Why do you ask princess?,0,24,ask princess
891,ham,I am great princess! What are you thinking about me? :),0,55,great princess thinking
892,ham,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you,0,62,nutter cutter ctter cttergg cttargg ctargg ctagg ie
893,ham,It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.,0,104,ok noe ure busy im really bored msg u oso dunno wat colour choose 4 one
894,ham,Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;,0,87,doesnt g class early tomorrow thus shouldnt trying smoke ltgt
895,ham,"Superb Thought- \Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.\"":-)""",0,150,superb thought grateful u dont everything u want means u still opportunity happier tomorrow u today
896,ham,Hope you are having a good week. Just checking in,0,49,hope good week checking
897,ham,"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment.",0,154,im used hope agents dont drop since ive booked things year whole boston nyc experiment
898,ham,"Thursday night? Yeah, sure thing, we'll work it out then",0,56,thursday night yeah sure thing well work
899,spam,"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML",1,125,free ringtone waiting collected simply text password mix 85069 verify get usher britney fml
900,ham,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.,0,126,probably money worries things coming due several outstanding invoices work two three months ago
901,ham,How is it possible to teach you. And where.,0,43,possible teach
902,ham,"I wonder if your phone battery went dead ? I had to tell you, I love you babe",0,77,wonder phone battery went dead tell love babe
903,ham,Lovely smell on this bus and it ain't tobacco... ,0,49,lovely smell bus aint tobacco
904,ham,"We're all getting worried over here, derek and taylor have already assumed the worst",0,84,getting worried derek taylor already assumed worst
905,ham,Hey what's up charles sorry about the late reply.,0,49,hey whats charles sorry late reply
906,spam,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468",1,162,lastest stereophonics marley dizzee racal libertines strokes win nookii games flirt click themob wap bookmark text wap 82468
907,ham,I.ll give her once i have it. Plus she said grinule greet you whenever we speak,0,79,ill give plus said grinule greet whenever speak
908,ham,WHITE FUDGE OREOS ARE IN STORES,0,31,white fudge oreos stores
